english_text,spanish_text
smell this,olé esto
smell this,huelan esto
smell this,oled esto
smell this,huela esto
stand back,¡retrocede
start here,empieza aquí
start over,empieza de nuevo
stay alert,mantente alerta
stay awake,mantente consciente
stay awake,mantente despierto
stay awake,no te duermas
stay close,mantente cerca
stay close,no te alejes de aquí
stay close,quédate a mi vera
stay sharp,mantente alerta
stay still,no te muevas
stay still,quieto
stay there,quédate ahí
step aside,hazte a un lado
step on it,¡más rápido
stop lying,dejá de mentir
stop lying,dejá de bolacear
stop there,detente ahí
study hard,estudia harto
take a bus,toma un bus
take notes,toma notas
take these,llevate estos de aquí
take these,quédate con estos
talk to me,¡háblame
talk to me,¡habla conmigo
talk to me,¡hablad conmigo
taste this,prueben esto
taste this,probá esto
taste this,prueba esto
that a boy,¡ése es mi chico
that a boy,buen chico
that hurts,eso duele
that works,eso funciona
thatll do,eso valdrá
thatll do,con eso vale
thatll do,eso me vale
thatll do,eso me sirve
thats tom,ése es tom
thats her,ésa es ella
thats her,es ella
thats him,ése es él
thats his,eso le pertenece
thats his,eso le pertenece a él
thats new,es nuevo
thats wet,está mojado
they cheat,engañaron
they cheat,hicieron trampas
they stood,se quedaron
they stood,se mantuvieron
they tried,lo intentaron
they voted,ellos votaron
they voted,votaron
theyre in,ellos están dentro
theyre in,ellas están dentro
theyre in,ellos se apuntan
this is ok,esto está bien
this is ok,esto está correcto
this is it,hemos llegado
this is it,este es el fin
this is it,esto es todo
this is it,éste es
this works,esto funciona
this works,esto trabaja
thisll do,esto valdrá
thisll do,con éste vale
thisll do,esto me basta
time flies,el tiempo vuela
time is up,se acabó el tiempo
tom agreed,tom convino aquiescente
tom agreed,tom estuvo de acuerdo
tom agrees,tomás está de acuerdo
tom bit me,tom me mordió
tom burped,tomás eructó
tom called,tom llamó
tom cheats,tomás hace trampa
tom danced,tomás bailó
tom dances,tom baila
tom did it,tom lo hizo
tom drinks,tom bebe
tom drinks,tom toma
tom drives,tomás conduce
tom failed,tom reprobó
tom failed,tom fracasó
tom forgot,a tom se le olvidó
tom fought,tom peleó
tom fought,tom luchó
tom gasped,tom soltó un grito ahogado
tom gasped,tom se quedó sin aliento
tom gasped,tom dio un grito ahogado
tom goofed,tom metió la pata
tom got up,tom se levantó
tom helped,tom ayudó
tom hit me,tom me golpeó
tom is bad,tom es malo
tom is big,tom es grande
tom is fat,tom está gordo
tom is fun,tom es divertido
tom is ill,tom está malo
tom is mad,tom está loco
tom is new,tom es nuevo
tom is odd,tom es raro
tom is old,tom es viejo
tom is out,tom ha salido
tom is sad,tom está triste
tom is shy,tom es tímido
tom is wet,tom está mojado
tom jumped,tom saltó
tom looked,tom miró
tom moaned,tom gimió
tom nodded,tom asintió
tom obeyed,tom obedeció
tom paused,tom se detuvo
tom phoned,tomás llamó por teléfono
tom phoned,tomás telefoneó
tom prayed,tom rezó
tom prayed,tom rezaba
tom saw it,tom lo vio
tom saw me,tom me vio
tom saw us,tom nos vio
tom shaved,tom se afeitó
tom shaved,tom se rasuró
tom sighed,tom suspiró
tom smiled,tom sonrió
tom snores,tom ronca
tom stayed,tom se quedó
tom talked,tom charló
tom waited,tomás esperó
tom walked,tom caminó
tom was ok,tom estaba bien
tom winked,tom hizo un guiño
tom winked,tom lanzó un guiño
tom winked,tom guiñó el ojo
tom worked,tom trabajó
tom yawned,tom bostezó
tom yelled,tom gritó
tomll cry,tom llorará
tomll die,tom morirá
tomll pay,tom pagará
toms busy,tom está ocupado
toms dead,tom ha muerto
toms deaf,tom es sordo
toms died,tom ha muerto
toms fast,tom es rápido
toms free,tom es libre
toms glad,tom está contento
toms gone,tom se ha ido
toms here,tom está aquí
toms home,tom está en casa
toms hurt,tom está herido
toms left,tom se ha marchado
toms mean,tom es malo
toms safe,tom está seguro
toms shot,tom fue disparado
toms sick,tom está enfermo
toms ugly,tom es feo
toms weak,tom es débil
toms well,tom está bien
try it out,pruébalo
turn it on,enciéndelo
turn right,gira a la derecha
was he tom,¿era ése tom
was it fun,¿fue divertido
was it fun,¿era divertido
watch this,mira esto
watch this,mirá esto
watch this,mirad esto
watch this,mire esto
watch this,miren esto
we are men,somos hombres
we buy cds,compramos cedés
we can pay,nosotros podemos pagar
we can try,podemos intentarlo
we can try,podemos probarlo
we can try,podemos probar
we can win,podemos ganar
we had fun,nos divertimos
we had fun,lo pasamos bien
we laughed,nos reímos
we like it,nos gusta
we love it,nos encanta
we made it,lo hicimos
we must go,nos debemos ir
we must go,debemos irnos
we saw tom,vimos a tom
we saw you,te vimos
we saw you,te veíamos
we want it,lo queremos
well cook,haremos la comida
well fail,fracasaremos
well help,ayudaremos
well help,nosotros ayudaremos
well help,echaremos la mano
well sing,cantaremos
well wait,esperaremos
well wait,nosotras esperaremos
well walk,nos vamos a caminar
well work,trabajaremos
were back,hemos vuelto
were back,estamos de vuelta
were back,hemos regresado
were busy,estamos ocupados
were cold,tenemos frío
were done,terminamos
were even,estamos a mano
were fine,estamos bien
were here,estamos acá
were home,estamos en casa
were lost,estamos perdidos
were poor,somos pobres
were rich,somos ricos
were rich,somos ricas
were sick,estamos hartos
were weak,somos débiles
what a day,¡pero qué día
what gives,¿qué pasa
what gives,¿qué hay
whats new,¿qué hay de nuevo
whats new,¿qué me cuentas
where am i,¿dónde estoy
where am i,¿en dónde estoy
who is tom,¿quién es tom
who phoned,¿quién llamó por teléfono
who stayed,¿quién se quedó
who yelled,¿quién gritó
whos here,¿quién está aquí
whos next,¿quién da la vez
whos that,¿quién es
whos that,¿quién es ése
whos that,¿quién es ésa
wood burns,la madera arde
you called,¿llamaste
you can go,puedes irte
you can go,puedes ir
you can go,te puedes ir
you can go,puedes marcharte
you decide,tú decides
you may go,puedes irte
you may go,podéis iros
you may go,pueden irse
you may go,podéis marcharos
you may go,pueden marcharse
you may go,podéis ir
you may go,podés irte
you missed,fallaste
youll see,ya verás
youll see,ya lo veréis
youre bad,eres mala
youre big,eres grande
youre big,estás grande
youre old,estás vieja
youre sad,estás triste
youve won,¡has ganado
all is well,todo va bien
all is well,todo está correcto
anyone home,¿hay alguien en casa
anyone home,¿alguien está en casa
anyone hurt,¿alguien está herido
are we done,¿hemos terminado
are you tom,¿tú eres tom
are you tom,¿es usted tom
are you hot,¿tienes calor
are you hot,¿tenéis calor
are you mad,¿estás loco
are you mad,¿estás enfadado
are you mad,¿está usted loca
are you mad,¿está usted loco
are you new,¿eres nuevo
are you new,¿eres nueva
as you like,como quieras
as you like,como queráis
as you like,como usted guste
as you like,como usted quiera
ask anybody,pregúntale a cualquiera
be creative,sed creativos
be discreet,sé discreto
be merciful,sé clemente
be prepared,estate preparado
be prepared,estad preparados
be punctual,sé puntual
be punctual,sed puntuales
be sensible,sé razonable
be sensible,sed razonables
be specific,sé específico
be specific,sé específica
be specific,especifica más
be thorough,sé exhaustivo
be tolerant,sé tolerante
be vigilant,estate vigilante
be watchful,estate atento
beers good,la cerveza es buena
can i begin,¿puedo comenzar
can it wait,¿puede esperar
can we talk,¿podemos hablar
can we talk,¿podemos conversar
can you see,¿puedes ver
can you see,¿podéis ver
check again,compruébalo otra vez
check again,revísalo de nuevo
come aboard,sube a bordo
come closer,acercate
come see me,ven a verme
come see me,venid a verme
come see me,vengan a verme
come see me,venga a verme
comfort tom,consuela a tom
contact tom,ponte en contacto con tom
cook for me,cocíname
cook for me,cocina para mí
count me in,cuenta conmigo
count on it,cuenta con eso
count on it,cuente con eso
count on me,cuenta conmigo
did tom die,¿ha muerto tom
did you win,¿ganaste
do as i say,haz lo que te digo
do it again,¡hacedlo de nuevo
do it again,hazlo otra vez
do it later,hazlo ahorita
do it later,hazlo al ratito
do you bowl,¿juegas boliche
dont argue,no discutáis
dont cheat,no copiéis
dont do it,¡no lo hagas
dont do it,¡no lo hagas
dont do it,¡no lo hagáis
dont do it,¡no lo hagan
dont do it,¡no lo haga
dont fight,no os peleéis
dont go in,no entres
dont go in,no entre usted
dont laugh,no te rías
dont leave,¡no te vayas
dont shoot,¡no dispares
dont shoot,¡no dispare
dont shoot,¡no disparéis
dont shout,no grites
dont shout,no chilles
dont smile,no sonrías
dont smile,no sonrían
dont smoke,no fumes
dont smoke,no fuméis
dont speak,no hables
dont worry,no te preocupes
dont worry,no os preocupéis
finish this,termine esto
finish this,termina esto
finish this,terminá esto
finish this,terminen esto
finish this,terminad esto
flip a coin,lanza una moneda
flip a coin,tira una moneda al aire
get dressed,vístete
get in here,¡entra aquí
get serious,¡ponte serio
go find tom,ve a encontrar tom
go find tom,vayan a encontrar tom
go find tom,vete a buscar tom
go find out,ve y descúbrelo
go for help,ve por ayuda
go get help,ve a pedir ayuda
go help tom,ve a ayudar tom
go home now,vete a casa ahora
go meet tom,ve a ver tom
go on ahead,ve por delante
go straight,ve recto
go that way,ve por ahí
go that way,ve por allí
go to sleep,vete a dormir
go to sleep,¡váyanse a dormir
go with tom,andá con tom
grab a seat,toma un asiento
has he come,¿ha venido
has he come,¿ha venido él
have a look,da un vistazo
have a seat,tome asiento
he can come,él puede venir
he can read,él sabe leer
he can swim,él sabe nadar
he found it,él lo encontró
he got away,él se escapó
he grew old,él envejeció
he has come,¡ha venido
he has guts,él tiene agallas
he has wine,tiene vino
he helps us,él nos ayuda
he is alone,él está solo
he is drunk,él está borracho
he is eight,él tiene ocho años
he is happy,es feliz
he is happy,él está feliz
he is hated,él es odiado
he is lying,él miente
he is lying,él está mintiendo
he is nasty,él es un guarro
he is nasty,él es asqueroso
he is nasty,él da grima
he is tired,él está cansado
he is young,él es joven
he likes me,le gusto
he likes me,él me quiere
he resigned,él renunció
he stood up,él se levantó
he was busy,él estaba ocupado
hes a jerk,él es pajero
hes a liar,él es un mentiroso
hes faking,está fingiendo
hes not in,no está aquí
hes not in,no está en casa
hes not in,él no está en casa
hes not in,él no está adentro
hes skinny,él está delgado
hes strong,él es fuerte
hes stupid,él es estúpido
hes stupid,no le llega agua al tanque
hes stupid,es un salame
help me out,ayúdame
help me out,ayudame a salir
help me out,écheme la mano
help me out,ayúdame a salir
here i come,aquí vengo
here i come,ya estoy aquí
here she is,¡aquí está ella
here we are,¡aquí estamos
here we are,aquí estamos
how curious,¡qué curioso
how strange,¡qué raro
how strange,qué raro
i am french,soy francés
i am a cook,soy cocinero
i am a monk,soy un monje
i am better,estoy mejor
i am better,soy mejor
i am better,me encuentro mejor
i am dozing,me estoy quedando dormido
i am hungry,ya tengo hambre
i am hungry,me pica el bagre
i am joking,estoy jodiendo
i am joking,estoy leseando
i am single,estoy soltero
i am single,estoy soltera
i am single,soy soltero
i am taller,yo soy más alto
i apologize,le pido disculpas
i asked tom,pregunté a tom
i blame tom,yo culpo a tom
i bought it,lo he comprado
i bought it,lo compré
i can do it,puedo hacerlo
i can share,puedo compartir
i cant eat,no puedo comer
i cant say,no lo puedo decir
i cant say,no puedo decir
i confessed,confesé
i cry a lot,lloro mucho
i dont eat,no como
i eat bread,como pan
i eat fruit,como fruta
i feel sick,me siento mal
i felt cold,tenía frío
i felt dumb,me sentí estúpido
i felt that,sentí eso
i forgot it,lo olvidé
i found you,ya te encontré
i found you,te encontré
i got a job,encontré un trabajo
i got angry,me enfadé
i had to go,tuve que ir
i hate cats,odio los gatos
i hate dogs,odio a los perros
i hate dogs,odio los perros
i hate milk,odio la leche
i hate rats,odio a las ratas
i hate sand,odio la arena
i hate sand,yo odio la arena
i hated tom,yo odiaba a tom
i hated tom,yo odié a tom
i have 300,tengo trescientos dólares
i have news,traigo noticias
i have time,tengo tiempo
i have wine,tengo vino
i hear that,yo escucho eso
i heard you,te oí
i heard you,te he oído
i hired tom,contraté a tom
i knew that,lo sabía
i knew that,yo sabía eso
i know that,yo sé eso
i know them,los conozco
i know this,esto lo sé
i know this,conozco esto
i know this,sé esto
i like both,me gustan los dos
i like dogs,me gustan los perros
i like jazz,me gusta el jazz
i like milk,me gusta la leche
i like rice,me gusta el arroz
i like rock,me gusta el rock
i like snow,me gusta la nieve
i like that,me gusta eso
i like them,me gustan
i like this,me gusta esto
i like wine,me gusta el vino
i liked tom,amaba a tom
i live here,vivo aquí
i live here,yo vivo aquí
i love beer,me encanta la cerveza
i love dogs,me encantan los perros
i love fish,me encanta el pescado
i love golf,me encanta el golf
i love kids,me encantan los niños
i love kids,me encantan los chicos
i love life,amo la vida
i love math,me encantan las matemáticas
i love math,amo las matemáticas
i love rock,me gusta el rock
i love rock,me encanta la música rock
i love snow,me encanta la nieve
i love snow,me gusta la nieve
