English,Portuguese
Peace has returned after three years of war.,A paz voltou após três anos de guerra.
"English is studied in China, too.",O inglês também é estudado na China.
You will have to apologize when you see him.,Você terá que se desculpar quando vê-lo.
How many brothers and sisters do you have?,Você tem quantas irmãs e quantos irmãos?
"He was determined to go, so I decided to do my best to help him.","Ele estava determinado a ir, portanto eu decidi ajudá-lo o melhor que podia."
I will help you as far as I can.,Ajudá-lo-ei conforme puder.
I don't agree with you.,Não estou de acordo com você.
The cinema was filled with people.,O cinema estava cheio de gente.
We're expecting a good harvest this year.,Estamos esperando uma boa colheita este ano.
I had intended to attend the meeting.,Eu tinha a intenção de ir à reunião.
He is sick.,Ele está doente.
Your answer is right.,Sua resposta está certa.
He really ticked me off.,Ele realmente me irritou.
We had to abandon our plan.,Tivemos que abandonar nosso plano.
He spoke to her about the matter.,Ele falou com ela sobre o problema.
I cannot walk any farther.,Não posso andar mais nem um pouco.
"I've never met her, but I recognize her.","Nunca a encontrei, mas a reconheço."
I told her once and for all that I would not go shopping with her.,Eu lhe disse de uma vez por todas que não iria fazer compras com ela.
I'd like to buy a map.,Gostaria de comprar um mapa.
I'd like a table by the window.,Eu gostaria de uma mesa do lado da janela.
I cannot carry this suitcase by myself.,Não posso carregar esta mala sozinho.
"Ah! If I were rich, I'd buy myself a house in Spain.","Ah! Se eu fosse rico, eu compraria para mim uma casa na Espanha."
He has a gift for music.,Ele tem um dom para a música.
You're wet through.,Vocês estão encharcados.
"Though she was only twelve years old, Susan knew how to make a living.","Embora ela tivesse apenas doze anos, a Susan sabia como se sustentar."
The fire is out.,O fogo se apagou.
"As far as I know, there is nothing wrong with his plan.","Pelo que eu sei, não há nada de errado com o seu plano."
"Paul is sick in bed today. ""That's too bad.""","Paul está doente de cama hoje. ""Que péssimo."""
I can hardly see without my glasses.,Eu mal consigo enxergar sem meus óculos.
This fish is free from poison.,Este peixe não é venenoso.
What are you thinking of?,O que você está pensando?
Bread has gone up ten yen in price.,O preço do pão subiu dez ienes.
Here is my baggage.,Esta é a minha bagagem.
Do you agree?,Você concorda?
We mustn't waste our energy resources.,Não devemos gastar nossos recursos energéticos.
He is better than any other player in the team.,Ele é melhor que qualquer outro jogador no time.
He was in open-mouthed amazement.,Ele ficou boquiaberto.
Follow me.,Siga-me.
I received a letter informing me of his arrival.,Recebi uma carta me informando sobre a chegada dele.
You deserve the prize.,Você merece o prêmio.
"A policeman was watching it, with his arms crossed.",Um policial assistia a ele com os braços cruzados.
He is not equal to his father.,Ele não é igual ao seu pai.
She will be able to answer your question.,Ela poderá responder à sua pergunta.
The bridge was washed away by the flood.,A ponte foi levada pela enchente.
Now he is recognized as one of the most promising writers.,Agora ele é reconhecido como um dos escritores mais promissores.
See if the gas is turned off.,Veja se o gás está desligado.
A square is a quadrilateral with four sides the same and where all four corners are right angles.,Um quadrado é um quadrilátero com os quatro lados iguais e onde os quatro ângulos são retos.
"Death is only a horizon, and a horizon is nothing save the limit of our sight.",A morte é um horizonte; e um horizonte não é nada mais que o limite da nossa visão.
I wonder if he can lend me his guitar during the vacation.,Será que ele pode me emprestar seu violão durante as férias?
This book belongs to you.,Este livro te pertence.
He did not eat anything yesterday.,Ele não comeu nada ontem.
You should eat more fruit.,Você deveria comer mais frutas.
I know your name.,Eu sei seu nome.
He consented on the spot.,Ele concordou de imediato.
Time to get up.,Hora de se levantar.
I'm afraid he will never admit his guilt.,Receio que ele nunca admitirá a sua culpa.
I want to live forever.,Eu quero viver para sempre.
He got a shameful title.,Ele conseguiu um título vergonhoso.
"As for myself, Saturday will be convenient.","Por mim, sábado está bom."
He decided on that.,Ele tomou essa decisão.
Bring me the newspaper.,Traga-me o jornal.
"Very good, thank you.","Muito bem, obrigado."
He has a big mouth.,Ele tem uma bocarra.
Spring will come soon.,A primavera vai chegar logo.
My dog goes everywhere with me.,Meu cachorro vai a toda parte comigo.
Caring means being alive.,Interessar-se significa estar vivo.
High fever is a frequent accompaniment of influenza.,A febre alta é um frequente efeito secundário da gripe.
He worked hard.,Ele trabalhou duro.
You'd better go home at once.,Melhor você ir de uma vez para casa.
"If you heard him playing the piano, you would never think he is an eight-year-old boy.","Se você o ouvisse tocando piano, você nunca imaginaria que ele era um menino de oito anos de idade."
I love mother nature.,Amo a mãe natureza.
I was just mugged.,Acabo de ser assaltado.
Meditation gives me peace of mind.,A meditação me dá paz de espírito.
My mouth is numbed.,Minha boca está entorpecida.
There were four pieces of furniture in the room.,Havia quatro móveis no quarto.
"Oh, come on.","Ah, vamos."
She managed to keep up appearances.,Ela conseguiu manter as aparências.
He's still at work.,Ele ainda está no trabalho.
Have you ever visited the Statue of Liberty?,Você já visitou a Estátua da Liberdade?
They were able to identify him by his wrist watch.,Eles foram capazes de identificá-lo pelo seu relógio de pulso.
His rival was discouraged by his triumph.,Seu rival desanimou pelo seu triunfo.
Will you have dinner with me?,Jantas comigo?
See you later!,Até mais tarde!
I have a lot of things to do.,Tenho muitas coisas para fazer.
Their party won the most votes in the election.,O partido deles teve a maior quantidade de votos na eleição.
We must decide when to start.,Temos de decidir quando começar.
The cat is twenty days old.,O gato tem vinte dias.
It seems that he was a great athlete.,Parece que ele era um grande atleta.
The house was destroyed by fire.,A casa foi destruída pelo fogo.
"Greeks often eat fish, too.",Os gregos também comem peixe frequentemente.
I will do all I can for you.,Farei tudo que puder por você.
We are looking forward to seeing you soon.,Nós estamos ansiosos para te ver logo.
The items which you ordered arrived.,Os itens que você encomendou chegaram.
What's this chair doing here?,O que esta cadeira está fazendo aqui?
"The instant he saw the policeman, he ran away.","No instante em que viu o policial, ele fugiu."
Someday I'd like to go to England.,Um dia gostaria de ir para a Inglaterra.
My brother is very important. At least he thinks he is.,"Meu irmão é muito importante, ou pelo menos ele pensa que é."
He asked an awkward question.,Ele fez uma pergunta embaraçosa.
He likes all animals except horses.,Ele gosta de todos os animais a não ser os cavalos.
The wind is blowing.,O vento está a soprar.
She celebrated her fifteenth birthday yesterday.,Ela celebrou o aniversário de quinze anos ontem.
He is quite in the wrong.,Ele está completamente equivocado.
"If you make too many, we won't be able to sell them all, so don't go wild.","Se você fizer muitos, nós não poderemos vender todos, então não seja extravagante."
He is a hard worker.,Ele é um trabalhador esforçado.
Michael broke the dishes.,Michael quebrou os pratos.
This paint comes off easily.,Esta tinta sai muito facilmente.
This kind of thing doesn't occur very often.,Esse tipo de coisa não acontece muito.
This girl changed her look.,Essa garota mudou seu visual.
I got a nasty sting from a wasp.,Eu levei uma forte picada de uma vespa.
It doesn't matter whether you win or not.,Não importa se você vence ou não.
She was kind to me.,Ela foi gentil comigo.
I hope that you will get well soon.,Espero que vocês fiquem bem logo.
How much time does it take to get from A to B?,Quanto tempo leva para chegar de A a B?
The salesman demonstrated how to use it.,O vendedor demonstrou como usá-lo.
Most computers these days are based on the von Neumann architecture.,"A maioria dos computadores, hoje em dia, são baseados na arquitetura de Von Neumann."
I prefer reading to writing.,Prefiro ler a escrever.
"Six pence per second, Bob reminds her.","Bob a lembra: ""6 pence por segundo""."
He is clever at biology.,Ele é bom em biologia.
I am not ready yet.,Eu ainda não estou pronto.
When was she born?,Quando ela nasceu?
The dog didn't eat the meat.,O cachorro não comeu a carne.
May I go to the restroom?,Posso ir ao banheiro?
He doesn't like oranges.,Ele não gosta de laranja.
George sent me a birthday card.,George me enviou um cartão de aniversário.
I like to think I know what I'm talking about.,Eu gosto de achar que sei sobre o que estou falando.
Get down from there.,Desça daí.
I cover twenty miles a day.,Eu faço vinte milhas por dia.
The wicked witch cast an evil spell on the man and turned him into an insect.,A bruxa má lançou um feitiço maligno no homem e o transformou num inseto.
