English,Portuguese
Rome wasn't built in a day.,Roma não foi construída em um único dia.
Silence gives consent.,Quem cala consente.
"Have you finished? ""On the contrary, I have not even begun yet.""","Você terminou? ""Ao contrário, eu ainda nem comecei."""
"Good morning, said Tom with a smile.","Bom dia, disse Tom sorrindo."
"Why does one say ""Good day"" when the day is not good?","Por que é que se diz ""Bom dia"" quando o dia não é bom?"
Wine is poetry in bottles.,O vinho é poesia engarrafada.
That was the best day of my life.,Aquele foi o melhor dia da minha vida.
I don't understand German.,Eu não entendo alemão.
I made my decision.,Minha decisão foi tomada.
I give you my word.,Eu lhe dou minha palavra.
You are the great love of my life.,Você é o grande amor da minha vida.
Being objective means not telling everybody whose side you are on.,Ser objetivo significa não dizer a todos de que lado você está.
We have a Pope.,Nós temos um papa.
The whole is greater than the sum of the parts.,O todo é maior do que a soma das partes.
A mathematical truth is neither simple nor complicated; it is.,Uma verdade matemática não é nem simples nem complicada. Ela simplesmente é.
"Mathematicians are poets, except that they have to prove what their fantasy creates.","Os matemáticos são poetas, só que têm de provar o que sua fantasia cria."
Mathematicians are like French people: whatever you tell them they translate it into their own language and turn it into something totally different.,"Matemáticos são como os franceses: seja o que for que você disser a eles, eles traduzem em sua própria linguagem e transformam em uma coisa totalmente diferente."
"An expert is someone who knows some of the worst mistakes that can be made in his field, and how to avoid them.","Um esperto é alguém que conhece alguns dos piores erros que podem ser cometidos em seu campo, e sabe como evitá-los."
"There are 10 types of people in the world: those who understand binary, and those who don't.",Há 10 tipos de pessoas no mundo: aquelas que entendem binário e aquelas que não entendem.
"I don't think, therefore I am not.","Eu não penso, logo não existo."
"Nowadays we want our children to make their own decisions, but we expect those decisions to please us.","Atualmente nós queremos que nossos filhos tomem suas próprias decisões, mas nós esperamos que essas decisões nos agradem."
"Don't worry, be happy!","Não fique preocupado, fique feliz!"
I find foreign languages very interesting.,Eu acho idiomas estrangeiros muito interessantes.
I don't like learning irregular verbs.,Eu não gosto de estudar verbos irregulares.
Take a book and read it.,Pegue um livro e o leia!
Face life with a smile!,Encare a vida com um sorriso!
"Most schools were designed not to transform society, but to reproduce it.","A maioria das escolas não foi projetada para transformar a sociedade, mas para reproduzi-la."
You make me dream.,Você me faz sonhar.
I'm beside myself with joy.,Estou cheio de alegria.
He's already a man.,Ele já é um homem.
The vacation is over now.,As férias acabaram agora.
I'm afraid to fall.,Tenho medo de cair.
Evening dress is desired.,Vestidos de baile são cobiçados.
That's the absolute truth.,É a pura verdade.
It's cold.,Está frio.
I'm thirsty.,Estou com sede.
"When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time.","Quando pergunto às pessoas o que elas mais lamentam sobre a escola secundária, quase todos dizem a mesma coisa: que perderam muito tempo."
"When you can't do what you want, you do what you can.","Quando você não pode fazer o que quer, você faz o que pode."
Give him an inch and he'll take a yard.,Dê a ele uma mão e ele vai querer o braço inteiro.
You did this intentionally!,Você fez isso intencionalmente.
You didn't tell him anything?,Você não disse nada para ele?
You made me lose my mind.,Você me fez perder a cabeça.
You're my type.,Você é o meu tipo.
You're irresistible.,Você é irresistível.
"Could you call again later, please?","Você poderia telefonar de novo mais tarde, por favor?"
Who am I talking with?,Com quem eu falo?
"I accept, but only under one condition.","Eu aceito, mas apenas sob uma condição."
"Smile now, cry later!","Sorria agora, chore depois!"
At the age of six he had learned to use the typewriter and told the teacher that he did not need to learn to write by hand.,Aos seis anos de idade ele tinha aprendido a usar a máquina de escrever e disse ao professor que ele não precisava aprender a escrever a mão.
Life is beautiful.,A vida é bela.
There are days where I feel like my brain wants to abandon me.,Tem dias que eu me sinto como se meu cérebro quisesse me abandonar.
I can't cut my nails and do the ironing at the same time!,Eu não consigo cortar minhas unhas e passar roupa ao mesmo tempo!
I can't take it anymore! I haven't slept for three days!,Eu não aguento mais! Eu não durmo faz três dias!
He doesn't want you to tell him about your sex life.,Ele não quer que você fale para ele sobre a sua vida sexual.
Have you ever eaten a banana pie?,Você já comeu torta de banana?
Why would you marry a woman if you like men?,Por que você se casaria com uma mulher se você gosta de homens?
"If you can't have children, you could always adopt.","Se você não pode ter filhos, você sempre terá a opção de adotar."
Are you for or against abortions?,Você é a favor ou contra abortos?
What made you change your mind?,O que fez você mudar de ideia?
"Hey, look, a three-headed monkey!","Ei, olhe, um macaco de três cabeças!"
It's a pity that you can't buy miracles like you would buy potatoes.,É uma pena que você não possa comprar milagres da mesma forma que compra batatas.
I love lasagna.,Eu amo lasanha.
"If you know that something unpleasant will happen, that you will go to the dentist for example, or to France, then that is not good.","Se você sabe que algo desagradável vai acontecer, que você vai ir ao dentista por exemplo, ou à França, então isso não é bom."
"Prime numbers are like life; they are completely logical, but impossible to find the rules for, even if you spend all your time thinking about it.","Números primos são como a vida; eles são completamente lógicos, mas é impossível encontrar suas regras, mesmo se você passar todo o seu tempo pensando sobre isso."
The brain is just a complicated machine.,O cérebro é somente uma máquina complicada.
This baby penguin is too cute!,Esse bebê pinguim é muito fofo!
I'm at the hospital. I got struck by lightning.,Estou no hospital. Fui atingido por um raio.
"Let's face it, it's impossible. We're never gonna make it.","Vamos encarar, é impossível. Nunca vamos fazer isso."
What is your greatest source of inspiration?,Qual é a sua maior fonte de inspiração?
You don't marry someone you can live with — you marry the person whom you cannot live without.,Não se casa com aquele com quem se pode viver - casa-se com a pessoa sem a qual não se pode viver.
"In theory, there is no difference between theory and practice. But, in practice, there is.","Em teoria, não tem diferença entre teoria e prática. Mas, na prática, tem."
"There are people in the world so hungry, that God cannot appear to them except in the form of bread.",Há pessoas no mundo tão famintas que Deus não pode aparecer para elas exceto na forma de pão.
Anything that is too stupid to be spoken is sung.,Tudo que é muito estúpido para ser dito é cantado.
I was rereading the letters you sent to me.,Eu estava relendo as cartas que você me mandou.
I don't want to go to school.,Eu não quero ir à escola.
It's over between us. Give me back my ring!,Está tudo acabado entre nós. Devolva meu anel!
It is raining.,Está chovendo.
"I was planning on going to the beach today, but then it started to rain.","Eu estava planejando ir à praia hoje, mas então começou a chover."
"She's really smart, isn't she?","Ela é realmente inteligente, não é?"
"People who love doubt nothing, or doubt everything.",As pessoas que amam não duvidam de nada. Ou duvidam de tudo.
Justice is expensive.,A justiça é cara.
The slowest one to make a promise is the most faithful one in keeping it.,Aquele que é o mais lento ao prometer sempre é o mais fiel no cumprir.
Every opinion is a mixture of truth and mistakes.,Toda opinião é uma mistura de verdade e erro.
Life is a fatal sexually transmitted disease.,A vida é uma doença fatal sexualmente transmissível.
Our opinion is an idea which we have; our conviction an idea which has us.,"Nossa opinião é uma ideia que possuímos; nossa convicção, uma ideia que nos possui."
"Tomorrow, I'm going to study at the library.",Amanhã eu vou estudar na biblioteca.
Too late.,Tarde demais.
I went to the zoo yesterday.,Eu fui ao zoológico ontem.
We won the battle.,Nós vencemos a batalha.
Hello? Are you still here?,Oi? Ainda estás aí?
I make lunch every day.,Eu faço almoço todo dia.
I watched TV this morning.,Eu assisti televisão hoje de manhã.
I read a book while eating.,Eu li um livro durante a refeição.
